Bairro,População,Criticidade,Impacto (m2),Custo (R$ mil)
Bairro 2969,51040,1,1159,66
Bairro 2970,43134,5,1618,35
Bairro 2971,14518,9,849,95
Bairro 2972,59085,4,1129,48
Bairro 2973,8497,6,1241,46
Bairro 2974,23204,8,2950,69
Bairro 2975,20463,6,2014,54
Bairro 2976,45725,8,1347,79
Bairro 2977,28885,3,1788,90
Bairro 2978,45810,7,1970,124
Bairro 2979,7021,4,1361,141
Bairro 2980,51903,4,772,71
Bairro 2981,38054,5,874,96
Bairro 2982,17542,7,1833,30
Bairro 2983,53073,3,649,122
Bairro 2984,45831,2,2660,60
Bairro 2985,15008,5,1823,145
Bairro 2986,48742,4,1316,73
Bairro 2987,10213,9,1975,65
Bairro 2988,17917,5,2807,81
Bairro 2989,12909,6,1726,93
Bairro 2990,46552,3,1601,47
Bairro 2991,27379,1,2837,70
Bairro 2992,4459,2,2967,56
Bairro 2993,23851,10,516,141
Bairro 2994,47100,2,2827,137
Bairro 2995,31342,9,2800,60
Bairro 2996,51366,5,2828,113
Bairro 2997,26402,7,2587,57
Bairro 2998,35958,5,951,46
Bairro 2999,13589,2,1664,46
Bairro 3000,18821,4,551,140
Bairro 3001,19464,6,712,107
Bairro 3002,23541,5,697,147
Bairro 3003,42063,4,1821,142
Bairro 3004,47402,7,1864,57
Bairro 3005,24526,8,1301,37
Bairro 3006,23767,5,564,98
Bairro 3007,9470,8,1117,94
Bairro 3008,9650,4,1905,58
Bairro 3009,10903,5,2088,146
Bairro 3010,48837,10,1116,22
Bairro 3011,34398,9,1120,69
Bairro 3012,57153,1,733,20
Bairro 3013,23844,1,1542,45
Bairro 3014,28699,5,732,105
Bairro 3015,55645,4,2752,131
Bairro 3016,40172,1,963,93
Bairro 3017,16884,10,2056,67
Bairro 3018,4861,3,1961,86
Bairro 3019,44725,5,1251,125
Bairro 3020,51539,8,2480,69
Bairro 3021,56004,1,1708,70
Bairro 3022,51940,10,583,149
Bairro 3023,8671,7,2877,126
Bairro 3024,16152,5,2591,50
Bairro 3025,52944,7,934,132
Bairro 3026,17545,8,2313,66
Bairro 3027,16238,5,1583,68
Bairro 3028,56218,3,1350,63
Bairro 3029,27433,2,1183,101
Bairro 3030,53217,2,1544,48
Bairro 3031,54626,2,2577,143
Bairro 3032,10422,3,948,121
Bairro 3033,33095,3,732,120
Bairro 3034,9108,10,2965,65
Bairro 3035,37630,4,2526,28
Bairro 3036,15603,8,2049,126
Bairro 3037,31005,9,1294,109
Bairro 3038,57471,5,1416,132
Bairro 3039,30748,4,1974,74
Bairro 3040,25725,1,2210,34
Bairro 3041,34315,9,968,92
Bairro 3042,26454,5,1359,84
Bairro 3043,4692,6,611,44
Bairro 3044,28527,8,1257,34
Bairro 3045,42332,6,2389,83
Bairro 3046,15751,3,1021,120
Bairro 3047,20681,9,2285,89
Bairro 3048,51972,2,2941,128
Bairro 3049,58047,9,513,52
Bairro 3050,11766,3,2462,61
Bairro 3051,45121,8,1214,20
Bairro 3052,57492,9,2208,48
Bairro 3053,46388,7,2220,127
Bairro 3054,36204,5,1567,116
Bairro 3055,22938,4,724,112
Bairro 3056,30223,5,2416,111
Bairro 3057,10063,4,2041,123
Bairro 3058,11155,4,2328,65
Bairro 3059,46599,7,2671,38
Bairro 3060,9531,9,1054,124
Bairro 3061,25462,10,2772,134
Bairro 3062,54874,8,830,25
Bairro 3063,49373,1,1849,39
Bairro 3064,25425,3,570,81
Bairro 3065,41897,1,2573,63
Bairro 3066,50569,6,1146,115
Bairro 3067,7246,3,1823,28
Bairro 3068,54547,4,1136,122
Bairro 3069,19836,2,2184,34
Bairro 3070,51886,8,2171,119
Bairro 3071,8980,3,1164,60
Bairro 3072,50597,3,639,52
Bairro 3073,39864,8,1872,94
Bairro 3074,26038,7,1056,40
Bairro 3075,50320,6,2206,126
Bairro 3076,12823,9,755,39
Bairro 3077,20607,8,938,101
Bairro 3078,18668,5,1661,124
Bairro 3079,16617,3,2939,22
Bairro 3080,54058,5,2618,103
Bairro 3081,30738,10,2016,44
Bairro 3082,46259,10,1174,112
Bairro 3083,40895,1,1325,101
Bairro 3084,51214,10,2261,129
Bairro 3085,48237,3,1311,132
Bairro 3086,50869,4,1175,117
Bairro 3087,56137,10,1971,83
Bairro 3088,46082,10,571,80
Bairro 3089,48248,1,1313,68
Bairro 3090,12491,10,2192,35
Bairro 3091,13709,8,2089,116
Bairro 3092,19995,1,2204,107
Bairro 3093,24235,7,626,26
Bairro 3094,48897,4,1770,117
Bairro 3095,19076,9,1084,61
Bairro 3096,48179,1,2744,110
Bairro 3097,15329,10,653,83
Bairro 3098,52530,3,1936,86
Bairro 3099,13949,2,2887,99
Bairro 3100,29281,8,2980,134
Bairro 3101,9826,2,1462,107
Bairro 3102,53407,10,2476,104
Bairro 3103,35827,4,2845,128
Bairro 3104,43791,4,2406,48
Bairro 3105,16744,5,2466,36
Bairro 3106,4901,3,2683,63
Bairro 3107,40460,2,737,98
Bairro 3108,17272,4,1683,146
Bairro 3109,55160,8,2307,139
Bairro 3110,15647,10,2206,141
Bairro 3111,36573,1,2232,33
Bairro 3112,21805,8,937,91
Bairro 3113,29061,1,2557,110
Bairro 3114,43382,3,685,44
Bairro 3115,12479,2,2528,146
Bairro 3116,31155,7,774,27
Bairro 3117,50506,6,1183,28
Bairro 3118,20885,4,1660,63
Bairro 3119,46452,2,741,72
Bairro 3120,39031,6,2752,65
Bairro 3121,58825,6,557,48
Bairro 3122,57396,5,870,134
Bairro 3123,57979,10,934,41
Bairro 3124,51697,2,1980,131
Bairro 3125,36017,3,2795,29
Bairro 3126,26673,5,2922,113
Bairro 3127,9992,9,2736,64
Bairro 3128,24943,1,809,103
Bairro 3129,40159,6,1436,57
Bairro 3130,45130,8,1031,82
Bairro 3131,6644,10,1574,34
Bairro 3132,21607,3,1265,114
Bairro 3133,7019,8,595,111
Bairro 3134,30324,5,1335,70
Bairro 3135,26644,9,2471,87
Bairro 3136,56511,1,2786,112
Bairro 3137,33518,9,543,82
Bairro 3138,23043,5,573,102
Bairro 3139,11788,5,2186,79
Bairro 3140,20142,8,2465,94
Bairro 3141,58904,3,2796,126
Bairro 3142,20739,10,1873,33
Bairro 3143,33700,9,730,81
Bairro 3144,50860,8,1996,51
Bairro 3145,5449,9,551,63
Bairro 3146,54072,6,1785,88
Bairro 3147,4742,2,2234,78
Bairro 3148,19730,1,1484,141
Bairro 3149,39147,1,1007,77
Bairro 3150,37120,10,1278,97
Bairro 3151,16554,4,1432,113
Bairro 3152,17960,5,1179,63
Bairro 3153,27176,9,1583,94
Bairro 3154,47812,1,1881,66
Bairro 3155,19717,7,1304,26
Bairro 3156,27782,6,1263,126
Bairro 3157,44092,3,1970,106
Bairro 3158,9002,2,713,146
Bairro 3159,46925,8,1905,82
Bairro 3160,44605,9,1598,40
Bairro 3161,51617,9,776,135
Bairro 3162,8228,9,2871,113
Bairro 3163,28902,9,994,41
Bairro 3164,42167,9,2209,144
Bairro 3165,57663,7,2592,31
Bairro 3166,21118,2,786,73
Bairro 3167,23069,8,620,145
Bairro 3168,9698,4,889,140
Bairro 3169,22947,2,2271,20
Bairro 3170,44098,6,1227,107
Bairro 3171,17162,1,1327,118
Bairro 3172,10348,9,2160,139
Bairro 3173,45856,10,2640,79
Bairro 3174,57943,3,2269,100
Bairro 3175,54854,9,2392,31
Bairro 3176,55262,6,1091,115
Bairro 3177,23427,6,1911,43
Bairro 3178,8930,7,1941,38
Bairro 3179,7389,5,1350,51
Bairro 3180,19681,7,1758,116
Bairro 3181,52964,5,1573,87
Bairro 3182,36320,5,854,109
Bairro 3183,18095,10,1854,145
Bairro 3184,37761,1,2679,55
Bairro 3185,43478,4,2558,73
Bairro 3186,39859,10,1237,138
Bairro 3187,40849,5,1960,28
Bairro 3188,47745,2,2584,144
Bairro 3189,7800,4,2150,46
Bairro 3190,37220,10,2633,89
Bairro 3191,11759,5,1927,39
Bairro 3192,24805,8,2066,90
Bairro 3193,37894,9,870,134
Bairro 3194,48685,9,1991,72
Bairro 3195,48336,8,561,142
Bairro 3196,20649,2,1686,73
Bairro 3197,12765,5,2982,65
Bairro 3198,46986,8,1886,68
Bairro 3199,30003,5,2133,126
Bairro 3200,47280,1,1313,101
Bairro 3201,33195,9,2554,55
Bairro 3202,23804,2,1524,99
Bairro 3203,44050,7,1635,127
Bairro 3204,52039,2,1650,114
Bairro 3205,35722,2,1611,102
Bairro 3206,32621,2,2260,102
Bairro 3207,46969,8,1791,22
Bairro 3208,23225,8,2448,94
Bairro 3209,42958,10,1400,42
Bairro 3210,46320,9,1880,54
Bairro 3211,22114,6,2399,60
Bairro 3212,42467,1,1398,129
Bairro 3213,23216,4,627,52
Bairro 3214,41767,10,1720,124
Bairro 3215,14507,9,808,149
Bairro 3216,59334,2,872,52
Bairro 3217,22671,3,1410,131
Bairro 3218,6334,4,1217,105
Bairro 3219,19200,6,2910,146
Bairro 3220,39105,1,2643,75
Bairro 3221,34282,2,1105,128
Bairro 3222,26149,6,1082,121
Bairro 3223,11488,8,860,95
Bairro 3224,8598,4,2230,103
Bairro 3225,12470,8,1786,143
Bairro 3226,48608,3,2732,56
Bairro 3227,9790,6,2197,110
Bairro 3228,9893,8,2862,146
Bairro 3229,47894,5,2100,149
Bairro 3230,26747,8,852,61
Bairro 3231,19141,7,1706,36
Bairro 3232,33789,2,775,52
Bairro 3233,53593,4,2786,39
Bairro 3234,31977,2,1443,78
Bairro 3235,9183,8,1182,78
Bairro 3236,38013,8,1763,65
Bairro 3237,15850,1,1327,89
Bairro 3238,35962,4,1875,85
Bairro 3239,11711,6,1035,120
Bairro 3240,36427,9,1678,34
Bairro 3241,47826,10,2628,77
Bairro 3242,24286,4,2140,115
Bairro 3243,51972,6,2960,65
Bairro 3244,25983,9,1695,99
Bairro 3245,47471,5,1449,47
Bairro 3246,20266,7,1456,77
Bairro 3247,41832,8,2846,91
Bairro 3248,9454,7,2677,118
Bairro 3249,17631,2,993,144
Bairro 3250,53532,2,893,32
Bairro 3251,36270,8,2929,99
Bairro 3252,50220,9,2735,134
Bairro 3253,33093,3,2110,131
Bairro 3254,45112,4,1849,110
Bairro 3255,41618,1,2696,56
Bairro 3256,14685,6,1432,131
Bairro 3257,40525,1,2269,48
Bairro 3258,52907,10,1162,61
Bairro 3259,12752,6,1223,31
Bairro 3260,28029,10,1449,116
Bairro 3261,49692,2,881,69
Bairro 3262,57084,1,1955,75
Bairro 3263,57752,10,1809,82
Bairro 3264,52890,7,1085,105
Bairro 3265,52795,8,1393,41
Bairro 3266,30170,8,2435,32
Bairro 3267,9933,3,2160,40
Bairro 3268,53953,8,1914,35
Bairro 3269,49601,6,2473,88
Bairro 3270,40121,8,2269,101
Bairro 3271,29288,8,2635,108
Bairro 3272,4838,5,953,42
Bairro 3273,56952,3,1147,111
Bairro 3274,43040,1,1654,112
Bairro 3275,45166,2,1990,87
Bairro 3276,31513,2,2297,126
Bairro 3277,43088,1,1698,45
Bairro 3278,30731,6,1645,93
Bairro 3279,34162,6,1843,131
Bairro 3280,54057,5,1568,89
Bairro 3281,12158,3,897,109
Bairro 3282,14290,6,1674,148
Bairro 3283,7948,10,1648,71
Bairro 3284,39275,9,2360,60
Bairro 3285,34364,5,2496,107
Bairro 3286,11682,7,2795,93
Bairro 3287,32435,2,1133,136
Bairro 3288,27224,8,2448,43
Bairro 3289,31790,10,681,145
Bairro 3290,42891,4,722,146
Bairro 3291,17857,1,1823,99
Bairro 3292,24932,1,1203,36
Bairro 3293,51172,2,2196,95
Bairro 3294,50418,10,897,106
Bairro 3295,47664,9,1820,87
Bairro 3296,35985,3,1286,40
Bairro 3297,26192,2,723,85
Bairro 3298,27875,6,2050,61
Bairro 3299,40168,5,1534,54
Bairro 3300,32261,7,1470,146
Bairro 3301,44492,4,2010,27
Bairro 3302,17973,7,1607,31
Bairro 3303,42622,7,2052,25
Bairro 3304,55047,6,997,38
Bairro 3305,5515,8,1833,89
Bairro 3306,31638,1,556,67
Bairro 3307,50465,5,2893,124
Bairro 3308,45168,7,1747,36
Bairro 3309,9923,9,1166,124
Bairro 3310,16105,5,2470,67
Bairro 3311,14986,9,2686,138
Bairro 3312,10969,7,2449,130
Bairro 3313,56539,3,2594,135
Bairro 3314,49801,7,2307,59
Bairro 3315,34121,9,2002,86
Bairro 3316,26937,7,1145,59
Bairro 3317,35781,6,1133,117
Bairro 3318,12610,4,1456,138
Bairro 3319,12286,7,1401,60
Bairro 3320,35232,4,2113,66
Bairro 3321,8591,3,889,44
Bairro 3322,15657,8,2780,109
Bairro 3323,53731,3,2886,54
Bairro 3324,34985,4,1951,134
Bairro 3325,10520,5,2482,82
Bairro 3326,30835,7,730,29
Bairro 3327,15990,7,783,91
Bairro 3328,29544,3,1466,121
Bairro 3329,16064,8,508,34
Bairro 3330,34577,6,806,97
Bairro 3331,28777,9,2122,148
Bairro 3332,43565,9,1104,88
Bairro 3333,22227,6,1888,95
Bairro 3334,42785,6,2441,90
Bairro 3335,30735,7,683,98
Bairro 3336,38021,3,2042,101
Bairro 3337,36329,4,1302,127
Bairro 3338,47699,10,1028,81
Bairro 3339,47413,9,727,48
Bairro 3340,26409,7,1172,22
Bairro 3341,37325,10,2752,135
Bairro 3342,33137,7,980,99
Bairro 3343,16652,10,2488,103
Bairro 3344,36433,1,2642,124
Bairro 3345,34908,2,542,30
Bairro 3346,18762,1,2431,127
Bairro 3347,49393,10,1353,89
Bairro 3348,30689,9,2168,123
Bairro 3349,34017,3,1955,138
Bairro 3350,9091,8,2059,42
Bairro 3351,28804,5,2072,28
Bairro 3352,49007,10,1758,147
Bairro 3353,25082,7,2165,60
Bairro 3354,13524,7,989,93
Bairro 3355,17274,7,720,139
Bairro 3356,40986,4,1809,26
Bairro 3357,40859,8,1140,124
Bairro 3358,49443,4,1829,33
Bairro 3359,31748,8,1803,121
Bairro 3360,48231,2,2721,109
Bairro 3361,30262,5,2608,66
Bairro 3362,57079,8,1025,132
Bairro 3363,34295,7,764,25
Bairro 3364,30121,6,2668,70
Bairro 3365,28769,4,2878,101
Bairro 3366,9871,10,2439,148
Bairro 3367,33482,3,1287,28
Bairro 3368,29889,5,643,98
Bairro 3369,35280,8,2185,147
Bairro 3370,20583,10,722,118
Bairro 3371,56726,6,2315,94
Bairro 3372,44564,10,2004,137
Bairro 3373,21728,3,899,108
Bairro 3374,22495,2,2956,109
Bairro 3375,39469,2,1849,88
Bairro 3376,48307,5,1698,77
Bairro 3377,53389,3,2298,115
Bairro 3378,23082,5,2700,92
Bairro 3379,48067,4,2577,124
Bairro 3380,33531,9,1441,138
Bairro 3381,31421,9,2609,94
Bairro 3382,42384,9,2184,37
Bairro 3383,41638,3,586,126
Bairro 3384,8855,6,611,138
Bairro 3385,17735,3,1188,103
Bairro 3386,53046,6,1219,84
Bairro 3387,38744,2,1980,64
Bairro 3388,25101,7,1774,111
Bairro 3389,40185,7,1453,59
Bairro 3390,18124,2,2835,92
Bairro 3391,35066,10,1526,120
Bairro 3392,5756,2,2720,61
Bairro 3393,53960,10,1969,138
Bairro 3394,11994,1,685,23
Bairro 3395,13898,6,872,129
Bairro 3396,11849,4,565,101
Bairro 3397,15325,6,2705,26
Bairro 3398,45552,7,738,33
Bairro 3399,33714,1,2543,73
Bairro 3400,34562,3,2191,53
Bairro 3401,11721,6,1482,62
Bairro 3402,10352,2,727,47
Bairro 3403,31311,7,632,114
Bairro 3404,32661,5,644,92
Bairro 3405,7767,10,1710,41
Bairro 3406,42659,1,1032,110
Bairro 3407,38898,2,926,68
Bairro 3408,9963,7,1270,129
Bairro 3409,45670,4,1164,80
Bairro 3410,16961,5,1149,54
Bairro 3411,54527,1,853,131
Bairro 3412,13102,10,1417,96
Bairro 3413,15963,1,1018,74
Bairro 3414,24232,1,1205,143
Bairro 3415,7212,5,1295,49
Bairro 3416,19166,3,1983,108
Bairro 3417,50883,6,2153,77
Bairro 3418,36148,3,2212,92
Bairro 3419,13573,4,2896,97
Bairro 3420,37078,2,1687,38
Bairro 3421,33935,4,938,111
Bairro 3422,9281,7,2912,69
Bairro 3423,17005,3,2116,30
Bairro 3424,15724,1,1083,58
Bairro 3425,25779,5,904,145
Bairro 3426,52077,9,873,148
Bairro 3427,59113,4,2400,101
Bairro 3428,50474,3,529,25
Bairro 3429,33211,1,1089,37
Bairro 3430,7406,4,2575,52
Bairro 3431,44632,3,2855,20
Bairro 3432,9616,10,976,97
Bairro 3433,50905,9,867,30
Bairro 3434,27256,5,1597,46
Bairro 3435,38454,7,734,92
Bairro 3436,28414,5,2597,124
Bairro 3437,42045,10,2439,45
Bairro 3438,41501,10,2244,84
Bairro 3439,4765,8,1069,103
Bairro 3440,9038,4,2383,122
Bairro 3441,45843,4,2668,65
Bairro 3442,53013,4,1259,65
Bairro 3443,13494,5,2921,133
Bairro 3444,25732,3,2318,144
Bairro 3445,57834,9,1408,139
Bairro 3446,29862,3,1639,72
Bairro 3447,31008,8,1034,38
Bairro 3448,12537,8,2233,115
Bairro 3449,4388,3,2506,39
Bairro 3450,11125,7,1589,71
Bairro 3451,18051,3,1856,25
Bairro 3452,45972,6,2615,69
Bairro 3453,24611,7,764,77
Bairro 3454,31524,1,1197,28
Bairro 3455,49925,5,1608,65
Bairro 3456,27668,7,1954,125
Bairro 3457,22938,2,1027,81
Bairro 3458,10695,4,991,75
Bairro 3459,58259,10,1448,141
Bairro 3460,34584,2,997,116
Bairro 3461,43917,9,1941,123
Bairro 3462,15175,2,1772,27
Bairro 3463,40717,8,2984,90
Bairro 3464,55040,10,1583,144
Bairro 3465,12534,1,1666,23
Bairro 3466,24917,9,740,83
Bairro 3467,48629,5,1729,122
Bairro 3468,42174,3,2402,117
Bairro 3469,25864,1,1436,74
Bairro 3470,55451,8,1264,27
Bairro 3471,8474,4,2379,122
Bairro 3472,48061,4,1181,95
Bairro 3473,38980,9,2834,147
Bairro 3474,26906,1,2270,35
Bairro 3475,36957,10,2370,99
Bairro 3476,53343,7,513,125
Bairro 3477,22657,4,803,137
Bairro 3478,20306,1,1183,30
Bairro 3479,45663,9,2652,81
Bairro 3480,34032,10,1317,39
Bairro 3481,18539,2,811,69
Bairro 3482,58262,6,2731,52
Bairro 3483,55197,6,1965,79
Bairro 3484,53744,7,897,80
Bairro 3485,51388,9,1710,81
Bairro 3486,33923,3,1139,108
Bairro 3487,57343,10,737,93
Bairro 3488,29696,5,1068,122
Bairro 3489,25264,7,2665,88
Bairro 3490,6062,4,1277,61
Bairro 3491,24955,5,1159,96
Bairro 3492,5235,4,1449,122
Bairro 3493,13618,7,2662,37
Bairro 3494,28388,7,2733,103
Bairro 3495,41818,7,2973,74
Bairro 3496,47583,7,1152,89
Bairro 3497,30904,1,2101,89
Bairro 3498,10079,10,2048,41
Bairro 3499,47354,7,1664,85
Bairro 3500,19696,3,1956,94
Bairro 3501,52532,6,500,132
Bairro 3502,36919,7,1230,119
Bairro 3503,5824,10,1060,24
Bairro 3504,8938,8,1850,86
Bairro 3505,27611,1,1368,101
Bairro 3506,33860,9,1031,117
Bairro 3507,23114,6,1864,54
Bairro 3508,47003,7,2975,146
Bairro 3509,18490,2,2128,88
Bairro 3510,54483,9,747,102
Bairro 3511,24456,8,905,78
Bairro 3512,52727,3,1780,143
Bairro 3513,4120,8,1787,42
Bairro 3514,34446,4,2914,61
Bairro 3515,54018,4,2972,96
Bairro 3516,14609,8,2339,122
Bairro 3517,4779,7,1231,34
Bairro 3518,30083,3,906,149
Bairro 3519,7987,8,1235,120
Bairro 3520,38545,2,572,114
Bairro 3521,57429,6,2401,91
Bairro 3522,38578,9,1436,147
Bairro 3523,22320,9,1974,54
Bairro 3524,57969,5,2822,108
Bairro 3525,57836,3,1141,146
Bairro 3526,54583,6,2947,28
Bairro 3527,50238,8,2690,147
Bairro 3528,17785,5,919,76
Bairro 3529,58869,6,2396,90
Bairro 3530,32812,2,2567,59
Bairro 3531,28505,2,1849,32
Bairro 3532,33101,1,2274,67
Bairro 3533,10972,2,2825,21
Bairro 3534,44055,3,797,88
Bairro 3535,5407,2,2150,94
Bairro 3536,6644,7,1017,128
Bairro 3537,15252,1,1076,96
Bairro 3538,27759,2,2665,83
Bairro 3539,33938,6,2843,39
Bairro 3540,35951,6,1621,33
Bairro 3541,55880,3,619,88
Bairro 3542,32852,4,2767,34
Bairro 3543,5570,2,883,58
Bairro 3544,23733,4,1454,73
Bairro 3545,36592,2,1559,44
Bairro 3546,58850,3,2512,132
Bairro 3547,28172,10,1450,74
Bairro 3548,6919,10,1823,120
Bairro 3549,10992,2,2379,39
Bairro 3550,46408,3,569,83
Bairro 3551,34748,4,2535,101
Bairro 3552,41633,8,2737,56
Bairro 3553,15883,4,1994,47
Bairro 3554,39294,6,2833,141
Bairro 3555,31134,5,2583,117
Bairro 3556,15882,7,1831,132
Bairro 3557,53846,9,2310,36
Bairro 3558,46991,2,676,43
Bairro 3559,38316,4,1669,20
Bairro 3560,38658,10,1170,143
Bairro 3561,4168,1,1907,110
Bairro 3562,13396,9,2619,129
Bairro 3563,54074,1,1258,140
Bairro 3564,46972,1,1475,121
Bairro 3565,51497,6,695,75
Bairro 3566,38982,2,1373,83
Bairro 3567,16990,4,2620,63
Bairro 3568,10935,5,868,105
Bairro 3569,43881,3,2001,117
Bairro 3570,38988,8,1467,134
Bairro 3571,48943,6,2211,20
Bairro 3572,56638,8,1882,139
Bairro 3573,41621,9,1036,106
Bairro 3574,59196,4,2048,57
Bairro 3575,40703,1,700,134
Bairro 3576,27826,8,1111,45
Bairro 3577,45102,4,2873,43
Bairro 3578,30095,9,888,141
Bairro 3579,13408,2,1943,55
Bairro 3580,37808,5,2190,46
Bairro 3581,11587,7,568,48
Bairro 3582,33013,2,1401,123
Bairro 3583,55709,2,596,94
Bairro 3584,31660,6,2526,41
Bairro 3585,9170,10,2100,110
Bairro 3586,14433,1,1294,110
Bairro 3587,45117,3,1818,136
Bairro 3588,10464,5,932,116
Bairro 3589,30918,3,2803,30
Bairro 3590,39085,8,2574,135
Bairro 3591,22348,10,2311,147
Bairro 3592,7106,4,2343,106
Bairro 3593,13957,7,2925,45
Bairro 3594,24442,5,1390,112
Bairro 3595,43510,4,1706,121
Bairro 3596,24092,7,2631,132
Bairro 3597,27386,10,1105,68
Bairro 3598,49185,5,1051,119
Bairro 3599,30280,1,613,60
Bairro 3600,54576,2,501,118
Bairro 3601,55594,4,1016,130
Bairro 3602,6887,10,1611,82
Bairro 3603,25473,5,2486,43
Bairro 3604,18980,4,1055,143
Bairro 3605,23572,2,1264,120
Bairro 3606,18934,9,1727,114
Bairro 3607,27153,2,1475,104
Bairro 3608,53491,8,865,59
Bairro 3609,21365,7,1008,127
Bairro 3610,26712,2,1427,128
Bairro 3611,38751,5,2905,137
Bairro 3612,23751,6,2182,36
Bairro 3613,47625,3,1465,63
Bairro 3614,19832,3,2662,111
Bairro 3615,45055,9,2529,22
Bairro 3616,17317,9,1583,25
Bairro 3617,6433,6,1699,116
Bairro 3618,36104,4,2305,69
Bairro 3619,15256,9,1432,93
Bairro 3620,51046,3,1350,75
Bairro 3621,4406,9,2562,46
Bairro 3622,21445,9,2015,90
Bairro 3623,9719,8,502,95
Bairro 3624,56226,6,2443,48
Bairro 3625,52911,9,2176,25
Bairro 3626,53416,5,1708,107
Bairro 3627,15595,4,1503,132
Bairro 3628,8644,6,2934,130
Bairro 3629,27950,1,1173,66
Bairro 3630,25786,7,999,139
Bairro 3631,21059,4,1453,87
Bairro 3632,43986,10,2207,140
Bairro 3633,48453,6,979,56
Bairro 3634,50255,6,2112,75
Bairro 3635,32961,9,1481,23
Bairro 3636,38387,8,2178,74
Bairro 3637,40811,9,1644,30
Bairro 3638,15276,2,1727,41
Bairro 3639,31736,2,556,130
Bairro 3640,4856,4,2402,76
Bairro 3641,27905,7,2221,132
Bairro 3642,41998,7,503,101
Bairro 3643,18680,8,2571,112
Bairro 3644,49323,6,1699,124
Bairro 3645,5489,7,1307,42
Bairro 3646,23293,1,2244,92
Bairro 3647,37206,9,552,87
Bairro 3648,34927,2,1622,48
Bairro 3649,5779,9,1213,93
Bairro 3650,38407,10,2882,34
Bairro 3651,13759,6,1530,92
Bairro 3652,36858,2,2795,99
Bairro 3653,41970,6,2537,66
Bairro 3654,49641,8,1209,128
Bairro 3655,33472,6,2543,61
Bairro 3656,54156,8,2145,138
Bairro 3657,31744,10,1383,109
Bairro 3658,54186,2,1290,84
Bairro 3659,42809,4,545,92
Bairro 3660,50492,6,2262,81
Bairro 3661,57401,3,1582,100
Bairro 3662,57486,5,1224,59
Bairro 3663,25158,8,1302,125
Bairro 3664,52783,8,1334,136
Bairro 3665,15496,6,579,88
Bairro 3666,49538,7,808,52
Bairro 3667,34476,10,2183,85
Bairro 3668,50299,6,1183,60
Bairro 3669,22646,7,1393,78
Bairro 3670,30997,8,540,93
Bairro 3671,12866,7,2353,46
Bairro 3672,8407,4,2893,145
Bairro 3673,40508,4,2270,44
Bairro 3674,57611,8,514,110
Bairro 3675,13659,3,2847,67
Bairro 3676,35323,3,2034,110
Bairro 3677,7434,9,1395,93
Bairro 3678,21247,9,2441,138
Bairro 3679,31330,3,1291,48
Bairro 3680,22296,7,2118,63
Bairro 3681,39587,1,602,34
Bairro 3682,22025,9,2650,131
Bairro 3683,14299,7,1186,31
Bairro 3684,21147,4,2290,45
Bairro 3685,36060,4,1058,48
Bairro 3686,17569,2,2654,96
Bairro 3687,19691,1,529,138
Bairro 3688,33588,5,2640,121
Bairro 3689,38679,1,2178,86
Bairro 3690,48152,1,1931,72
Bairro 3691,53136,7,1979,61
Bairro 3692,24276,5,1466,72
Bairro 3693,4991,2,2895,48
Bairro 3694,44373,10,2139,44
Bairro 3695,54184,5,1777,36
Bairro 3696,58985,3,2639,112
Bairro 3697,42155,3,652,91
Bairro 3698,27290,10,1359,135
Bairro 3699,28213,5,952,53
Bairro 3700,12868,2,2269,67
Bairro 3701,8594,8,2784,146
Bairro 3702,56045,1,1807,48
Bairro 3703,24258,5,1253,123
Bairro 3704,59308,3,732,134
Bairro 3705,27963,8,2255,99
Bairro 3706,51380,9,2262,64
Bairro 3707,58638,3,2906,117
Bairro 3708,48160,5,2184,84
Bairro 3709,34374,10,794,25
Bairro 3710,54281,9,1973,48
Bairro 3711,17794,10,955,115
Bairro 3712,21271,8,1054,37
Bairro 3713,21052,7,2833,140
Bairro 3714,22577,7,1052,98
Bairro 3715,27342,4,2352,35
Bairro 3716,37474,4,1471,114
Bairro 3717,17957,1,2546,89
Bairro 3718,52228,8,2511,148
Bairro 3719,42395,6,1393,98
Bairro 3720,58495,3,2042,145
Bairro 3721,58339,10,1467,60
Bairro 3722,51773,10,2628,148
Bairro 3723,6302,5,1135,136
Bairro 3724,20786,10,2037,122
Bairro 3725,45232,5,1937,40
Bairro 3726,12539,1,2749,140
Bairro 3727,29437,3,762,28
Bairro 3728,14013,4,1099,75
Bairro 3729,4302,2,1061,148
Bairro 3730,41271,9,2838,131
Bairro 3731,26092,2,949,37
Bairro 3732,10531,2,1051,53
Bairro 3733,55395,4,1765,46
Bairro 3734,21357,1,2722,100
Bairro 3735,14627,6,525,97
Bairro 3736,28960,8,1572,71
Bairro 3737,40912,8,1951,127
Bairro 3738,9557,10,837,118
Bairro 3739,41791,9,1493,23
Bairro 3740,54998,8,2129,108
Bairro 3741,5339,3,2445,133
Bairro 3742,23218,10,1546,31
Bairro 3743,11946,6,1763,60
Bairro 3744,22538,1,752,110
Bairro 3745,55755,6,577,139
Bairro 3746,30076,2,1342,120
Bairro 3747,24437,1,1500,117
Bairro 3748,22940,2,2777,54
Bairro 3749,33320,8,1963,81
Bairro 3750,15063,6,2130,53
Bairro 3751,46588,7,2588,22
Bairro 3752,56743,6,2896,100
